Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised (Millions),Stage,Date_Added,Country,List_of_Employees_Laid_Off,Sum of Employees,Average # of Employees Laid Off,Average Layoff %,Total Funds Raised,Average Funds Raised,,
Oriente,Hong Kong,Finance,400,20%,5/4/2020,https://www.dealstreetasia.com/stories/oriente-lay-off-workforce-187008/,175.00,Series B,5/5/2020 23:48,Hong Kong,Unknown,,,,,,,
Veriff,Tallin,Security,63,21%,5/4/2020,https://news.err.ee/1085714/estonian-id-verification-company-veriff-to-lay-off-63-staff,7.00,Series A,5/5/2020 14:36,Estonia,Unknown,,,,,,,
Element AI,Montreal,Other,62,15%,5/4/2020,https://www.theglobeandmail.com/business/article-element-ai-cuts-staff-adds-senior-executives-as-it-attempts-to-live/,257.00,Series B,5/6/2020 22:57,Canada,Unknown,,,,,,,
Deputy,Sydney,HR,60,30%,5/4/2020,https://www.afr.com/young-rich/young-rich-lister-shifts-gears-to-survive-20200403-p54gty,106.00,Series B,5/18/2020 14:26,Australia,Unknown,,,,,,,
Loopio,Toronto,Sales,11,8%,5/4/2020,https://betakit.com/loopio-lays-off-11-staff-as-it-sees-increased-scrutiny-from-buyers-during-pandemic/,11.00,Series A,5/7/2020 3:57,Canada,Unknown,,,,,,,
Trax,Tel Aviv,Retail,120,10%,5/3/2020,"https://www.calcalistech.com/ctech/articles/0,7340,L-3815332,00.html",386.00,Series D,5/17/2020 14:18,Israel,Unknown,,,,,,,
Namely,New York City,HR,110,40%,5/1/2020,https://layoffs.fyi/2020/05/11/namely-laid-off-160-employees-citing-challenges-faced-by-its-smb-customers/,217.00,Series E,5/2/2020 14:14,United States,Unknown,,,,,,,
Culture Trip,London,Media,95,32%,5/1/2020,https://www.businessinsider.com/culture-trip-layoffs-2020-5?,102.00,Series B,5/1/2020 21:01,United Kingdom,Unknown,,,,,,,
Sandbox VR,SF Bay Area,Consumer,80,80%,5/1/2020,https://layoffs.fyi/2020/05/08/sandbox-vr-laid-off-its-engineering-team/,82.00,Series A,5/1/2020 22:19,United States,Unknown,,,,,,,
TheSkimm,New York City,Media,26,20%,5/1/2020,https://www.wsj.com/articles/theskimm-cuts-20-of-staff-amid-coronavirus-pandemic-11588362569,28.00,Series C,5/2/2020 3:21,United States,Unknown,,,,,,,
Lyft,SF Bay Area,Transportation,982,17%,4/29/2020,https://layoffs.fyi/2020/04/30/lyft-laid-off-982-employees/,4900.00,IPO,4/29/2020 16:16,United States,Unknown,,,,,,,
Kayak / OpenTable,Stamford,Travel,160,8%,4/29/2020,https://skift.com/2020/04/29/kayak-and-opentable-layoffs-and-furloughs-impact-400-employees/,229.00,Acquired,4/30/2020 4:07,United States,Unknown,,,,,,,
Lime,SF Bay Area,Transportation,80,13%,4/29/2020,https://layoffs.fyi/2020/05/04/lime-laid-off-80-employees/,765.00,Series D,4/29/2020 22:26,United States,Unknown,,,,,,,
Transfix,New York City,Logistics,24,10%,4/29/2020,https://www.freightwaves.com/news/breaking-transfix-lays-off-10-of-its-staff,128.00,Series D,4/29/2020 22:58,United States,Unknown,,,,,,,
TripAdvisor,Boston,Travel,900,25%,4/28/2020,https://layoffs.fyi/2020/04/30/tripadvisor-laid-off-900-employees/,3.00,IPO,4/28/2020 15:28,United States,Unknown,,,,,,,
Renmoney,Lagos,Finance,391,50%,4/28/2020,https://techcabal.com/2020/04/28/tech-startups-recession/,,Unknown,5/15/2020 4:06,Nigeria,Unknown,,,,,,,
Deliveroo,London,Food,367,15%,4/28/2020,https://layoffs.fyi/2020/06/24/deliveroo-layoff-list-showcases-over-100-of-its-global-employees/,1500.00,Series G,4/28/2020 17:46,United Kingdom,Unknown,,,,,,,
App Annie,SF Bay Area,Data,80,18%,4/28/2020,https://www.gamesindustry.biz/articles/2020-04-28-app-annie-lays-off-a-small-fraction-of-its-workforce,156.00,Unknown,4/28/2020 14:36,United States,Unknown,,,,,,,
OpenX,Los Angeles,Marketing,35,15%,4/28/2020,https://www.adexchanger.com/platforms/openx-cuts-staff-hours-and-executive-pay-in-response-to-reduced-marketer-spend/,70.00,Unknown,4/29/2020 14:20,United States,Unknown,,,,,,,
PayJoy,SF Bay Area,Finance,27,25%,4/28/2020,https://layoffs.fyi/2020/05/27/exclusive-fintech-startup-payjoy-laid-off-23-employees/,71.00,Series B,5/27/2020 22:09,United States,Unknown,,,,,,,
Shipsi,Los Angeles,Retail,20,50%,4/28/2020,https://dot.la/shipsi-los-angeles-layoffs-2645859647.html,2.00,Seed,4/28/2020 22:17,United States,Unknown,,,,,,,
Automation Anywhere,SF Bay Area,Other,260,10%,4/27/2020,https://siliconangle.com/2020/04/27/automation-anywhere-lays-off-tenth-workforce-due-covid-19/,840.00,Series B,4/27/2020 17:38,United States,Unknown,,,,,,,
JetClosing,Seattle,Real Estate,20,20%,4/27/2020,https://www.nytimes.com/2020/04/27/technology/startups-sba-loans-backlash.html,24.00,Series A,4/28/2020 3:55,United States,Unknown,,,,,,,
Stoqo,Jakarta,Food,250,100%,4/25/2020,https://www.bloomberg.com/news/articles/2020-04-29/indonesian-startup-stoqo-becomes-latest-casualty-of-the-virus,,Series A,4/26/2020 14:40,Indonesia,Unknown,,,,,,,
Submittable,Missoula,Other,30,20%,4/25/2020,https://layoffs.fyi/2020/05/15/submittable-laid-off-30-employees-as-university-clients-shut-down-operations/,17.00,Series B,5/14/2020 22:12,United States,Unknown,,,,,,,
Divergent 3D,Los Angeles,Transportation,57,36%,4/24/2020,https://techcrunch.com/2020/04/24/manufacturing-startup-divergent-3d-reduces-staff-by-one-third/,88.00,Series B,4/24/2020 21:48,United States,Unknown,,,,,,,
Ada Support,Toronto,Support,36,23%,4/24/2020,https://betakit.com/ada-support-lays-off-23-percent-of-staff-amid-uncertainty-caused-by-pandemic/,60.00,Series B,4/24/2020 21:34,Canada,Unknown,,,,,,,
UPshow,Chicago,Marketing,19,30%,4/24/2020,https://www.chicagobusiness.com/john-pletz-technology/what-covid-19-means-chicagos-tech-sector,7.00,Series A,4/25/2020 5:59,United States,Unknown,,,,,,,
Lighter Capital,Seattle,Finance,18,22%,4/24/2020,https://www.geekwire.com/2020/seattle-investment-company-lighter-capital-trims-staff-preserve-runway/,15.00,Series B,4/27/2020 14:22,United States,Unknown,,,,,,,
Horizn Studios,Berlin,Travel,15,25%,4/24/2020,https://www.deutsche-startups.de/2020/04/24/horizn-studios-sanierung/,30.00,Series B,4/27/2020 14:26,Germany,Unknown,,,,,,,
Welkin Health,SF Bay Area,Healthcare,10,33%,4/24/2020,https://nypost.com/2020/09/13/welkin-health-startup-cut-staff-three-days-before-ppp-loan/,29.00,Series B,9/16/2020 18:30,United States,Unknown,,,,,,,
Jiobit,Chicago,Consumer,6,21%,4/24/2020,https://www.chicagobusiness.com/john-pletz-technology/what-covid-19-means-chicagos-tech-sector,12.00,Unknown,4/25/2020 5:58,United States,Unknown,,,,,,,
TutorMundi,Sao Paulo,Education,4,100%,4/24/2020,Company executive,2.00,Series A,5/3/2020 4:35,Brazil,Unknown,,,,,,,
StockX,Detroit,Retail,100,12%,4/23/2020,https://www.inputmag.com/style/stockx-layoffs-12-percent-staff-cutting-costs-profit,160.00,Series C,4/24/2020 4:29,United States,Unknown,,,,,,,
Zenefits,SF Bay Area,HR,87,15%,4/23/2020,https://www.businessinsider.com/coronavirus-hr-startup-zenefits-lays-off-15-percent-staff-2020-4,583.00,Series C,4/24/2020 0:53,United States,Unknown,,,,,,,
Sisense,New York City,Data,80,9%,4/23/2020,"https://www.calcalistech.com/ctech/articles/0,7340,L-3810192,00.html?path=5211.Ctech-5220.ctech.News",274.00,Series F,4/23/2020 22:09,United States,Unknown,,,,,,,
Oscar Health,New York City,Healthcare,70,5%,4/23/2020,https://www.bloomberg.com/news/articles/2020-04-24/white-house-linked-oscar-health-laying-off-5-of-staff,1300.00,Unknown,4/24/2020 0:29,United States,Unknown,,,,,,,
Magic Leap,Miami,Consumer,1000,50%,4/22/2020,https://layoffs.fyi/2020/04/27/magic-leap-laid-off-1000-employees/,2600.00,Series E,4/22/2020 16:59,United States,Unknown,,,,,,,
When I Work,Minneapolis,HR,55,35%,4/22/2020,https://www.americaninno.com/minne/inno-news-minne/after-long-period-of-growth-when-i-work-cuts-35-of-minneapolis-staff/,24.00,Series B,4/23/2020 14:34,United States,Unknown,,,,,,,
Ike,SF Bay Area,Transportation,10,14%,4/22/2020,https://www.theinformation.com/briefings/59d773,52.00,Series A,4/22/2020 22:53,United States,Unknown,,,,,,,
Lending Club,SF Bay Area,Finance,460,30%,4/21/2020,https://www.cnbc.com/2020/04/21/lendingclub-cuts-30percent-of-workforce-as-covid-19-dampens-demand-for-loans.html,392.00,IPO,4/21/2020 21:55,United States,Unknown,,,,,,,
Houzz,SF Bay Area,Consumer,155,10%,4/21/2020,https://techcrunch.com/2020/04/21/houzz-lays-off-155-employees-cuts-executive-salaries/,613.00,Series E,4/21/2020 19:34,United States,Unknown,,,,,,,
Casper,New York City,Retail,78,21%,4/21/2020,https://www.fastcompany.com/90494129/breaking-casper-lays-off-78-corporate-employees-winds-down-europe-business,339.00,IPO,4/21/2020 20:59,United States,Unknown,,,,,,,
RealSelf,Seattle,Healthcare,40,13%,4/21/2020,https://www.geekwire.com/2020/cosmetic-treatment-review-startup-realself-cuts-staff-elective-medical-procedures-put-hold/,42.00,Series B,4/22/2020 0:09,United States,Unknown,,,,,,,
Freshbooks,Toronto,Finance,38,9%,4/21/2020,https://betakit.com/freshbooks-reduces-headcount-by-9-ceo-says-company-remains-in-growth-mode-despite-covid-19/,75.00,Series B,4/22/2020 17:05,Canada,Unknown,,,,,,,
Patreon,SF Bay Area,Media,30,13%,4/21/2020,https://techcrunch.com/2020/04/21/patreon-lays-off-13-of-workforce/,165.00,Series D,4/21/2020 21:58,United States,Unknown,,,,,,,
Bringg,Tel Aviv,Logistics,10,10%,4/21/2020,"https://www.calcalistech.com/ctech/articles/0,7340,L-3809651,00.html",84.00,Series D,4/23/2020 22:11,Israel,Unknown,,,,,,,
Klook,Hong Kong,Travel,300,15%,4/20/2020,https://layoffs.fyi/2020/08/09/asian-travel-startup-klook-releases-talent-directory/,521.00,Series D,5/6/2020 3:43,Hong Kong,Unknown,,,,,,,
ConsenSys,New York City,Crypto,91,14%,4/20/2020,https://www.coindesk.com/new-layoffs-hit-ethereum-incubator-consensys,10.00,Unknown,4/21/2020 1:48,United States,Unknown,,,,,,,
GumGum,Los Angeles,Marketing,90,25%,4/20/2020,https://www.businessinsider.com/gumgum-lays-off-25-of-employees-citing-the-coronavirus-impact-2020-4,58.00,Series D,4/24/2020 7:13,United States,Unknown,,,,,,,
Kueski,Guadalajara,Finance,90,30%,4/20/2020,https://elceo.com/tecnologia/fintech-de-prestamos-en-linea-sufriran-estragos-por-el-covid-19/,38.00,Series B,4/21/2020 2:21,Mexico,Unknown,,,,,,,
Movidesk,Blumenau,Support,33,25%,4/20/2020,https://scinova.com.br/demissoes-a-conta-da-covid-19-bate-as-portas-de-empresas-de-tecnologia-em-santa-catarina/,1.00,Seed,4/27/2020 22:02,Brazil,Unknown,,,,,,,
Komodo Health,SF Bay Area,Healthcare,23,9%,4/20/2020,https://www.businessinsider.com/forward-primary-care-startup-layoffs-amid-coronavirus-pandemic-2020-4,50.00,Series C,4/21/2020 1:53,United States,Unknown,,,,,,,
Forward,SF Bay Area,Healthcare,10,3%,4/20/2020,https://www.businessinsider.com/forward-primary-care-startup-layoffs-amid-coronavirus-pandemic-2020-4,100.00,Series C,4/21/2020 1:52,United States,Unknown,,,,,,,
ContaAzul,Joinville,Education,140,35%,4/17/2020,https://www.contxto.com/en/brazil/startups-brazil-confirm-layoffs-covid-cause/,37.00,Series D,4/27/2020 21:59,Brazil,Unknown,,,,,,,
Greenhouse Software,New York City,Recruiting,120,28%,4/17/2020,https://layoffs.fyi/2020/04/20/greenhouse-lays-off-120-employees/,110.00,Series D,4/17/2020 16:31,United States,Unknown,,,,,,,
QuintoAndar,Sao Paulo,Real Estate,88,8%,4/17/2020,https://labs.ebanx.com/en/notes/brazilian-home-rentals-unicorn-quintoandar-lays-off-8-of-employees/,335.00,Series D,4/18/2020 13:37,Brazil,Unknown,,,,,,,
Loft,Sao Paulo,Real Estate,47,10%,4/17/2020,"https://link.estadao.com.br/noticias/inovacao,quinto-andar-demite-cerca-de-8-do-time-por-conta-do-coronavirus,70003274741",263.00,Series C,4/18/2020 13:41,Brazil,Unknown,,,,,,,
Zilingo,Singapore,Retail,44,5%,4/17/2020,https://www.bloomberg.com/news/articles/2020-04-20/singapore-s-zilingo-cuts-jobs-after-putting-global-push-on-hold,307.00,Series D,4/19/2020 4:43,Singapore,Unknown,,,,,,,
Sweetgreen,Los Angeles,Food,35,10%,4/17/2020,https://dot.la/sweetgreen-layoffs-2645746821.html,478.00,Series I,4/17/2020 23:26,United States,Unknown,,,,,,,
People.ai,SF Bay Area,Marketing,30,18%,4/17/2020,https://techcrunch.com/2020/04/17/sales-startup-people-ai-lays-off-18-of-staff-raises-debt-round-amid-covid-19-uncertainty/,100.00,Series C,4/17/2020 21:18,United States,Unknown,,,,,,,
Tor,Boston,Security,13,37%,4/17/2020,https://blog.torproject.org/covid19-impact-tor,1.00,Unknown,4/18/2020 16:55,United States,Unknown,,,,,,,
CarGurus,Boston,Transportation,130,13%,4/16/2020,https://layoffs.fyi/2020/05/04/cargurus-laid-off-130-employees/,1.00,IPO,4/16/2020 23:46,United States,Unknown,,,,,,,
Funding Societies,Singapore,Finance,65,18%,4/16/2020,https://www.techinasia.com/raising-40m-funding-societies-streamlines-business-pandemic,42.00,Series B,4/19/2020 5:16,Singapore,Unknown,,,,,,,
CleverTap,Mumbai,Marketing,60,20%,4/16/2020,https://inc42.com/buzz/startupsvscovid19-indian-startup-layoffs-pay-cut-tracker/,76.00,Series C,4/21/2020 15:07,India,Unknown,,,,,,,
Opendoor,SF Bay Area,Real Estate,600,35%,4/15/2020,https://layoffs.fyi/2020/04/16/opendoor-lays-off-600-people-amid-declining-real-estate-activity/,1500.00,Series E,4/15/2020 19:27,United States,Unknown,,,,,,,
GoPro,SF Bay Area,Consumer,200,20%,4/15/2020,https://techcrunch.com/2020/04/16/gopro-lays-off-200-employees-representing-20-of-the-company/,288.00,IPO,4/15/2020 23:42,United States,Unknown,,,,,,,
Shop101,Mumbai,Retail,200,40%,4/15/2020,https://inc42.com/buzz/exclusive-shop101-lays-off-200-employees-remaining-to-get-pay-cuts/,19.00,Series C,4/21/2020 6:10,India,Unknown,,,,,,,
Zume,SF Bay Area,Food,200,67%,4/15/2020,https://www.businessinsider.com/zume-employee-layoffs-softbank-robotics-startup-zoom-2020-4,423.00,Unknown,4/15/2020 20:52,United States,Unknown,,,,,,,
Carta,SF Bay Area,Finance,161,16%,4/15/2020,https://layoffs.fyi/2020/04/22/carta-laid-off-161-employees-citing-customer-slowdown/,447.00,Series E,4/15/2020 17:32,United States,Unknown,,,,,,,
Parsable,SF Bay Area,HR,40,25%,4/15/2020,Company executive,72.00,Series C,4/28/2020 17:43,United States,Unknown,,,,,,,
Kodiak Robotics,SF Bay Area,Transportation,15,20%,4/15/2020,https://www.freightwaves.com/news/kodiak-robotics-lays-of-20-of-its-staff,40.00,Series A,4/16/2020 22:41,United States,Unknown,,,,,,,
The RealReal,SF Bay Area,Retail,235,10%,4/14/2020,https://techcrunch.com/2020/04/14/the-real-real-layoffs-furloughs/,358.00,IPO,4/15/2020 4:11,United States,Unknown,,,,,,,
TouchBistro,Toronto,Food,131,23%,4/14/2020,https://betakit.com/touchbistro-furloughs-131-employees-as-restaurants-hit-hard-by-covid-19-pandemic/,224.00,Series E,4/14/2020 21:58,Canada,Unknown,,,,,,,
Envoy,SF Bay Area,HR,58,30%,4/14/2020,https://www.forbes.com/sites/alexandrawilson1/2020/04/15/smart-office-startup-envoy-furloughs-and-lays-off-30-of-employees-cuts-salaries-of-others/#e0729a7b94cf,59.00,Series B,4/15/2020 23:16,United States,Unknown,,,,,,,
VSCO,SF Bay Area,Consumer,45,35%,4/14/2020,https://layoffs.fyi/2020/04/15/vsco-lays-off-45-employees-30/,90.00,Series B,4/14/2020 22:26,United States,Unknown,,,,,,,
Groupon,Chicago,Retail,2800,44%,4/13/2020,https://layoffs.fyi/2020/04/17/groupon-laid-off-or-furloughed-2800-employees/,1400.00,IPO,4/13/2020 21:14,United States,Unknown,,,,,,,
Zoox,SF Bay Area,Transportation,100,10%,4/13/2020,https://www.theinformation.com/briefings/b836b8,955.00,Series B,4/14/2020 4:07,United States,Unknown,,,,,,,
Neon,Sao Paulo,Finance,70,10%,4/13/2020,"https://link.estadao.com.br/noticias/inovacao,neon-demite-funcionarios-e-eventbrite-fecha-operacoes-no-brasil,70003269607",120.00,Series B,4/14/2020 21:51,Brazil,Unknown,,,,,,,
EasyPost,SF Bay Area,Logistics,50,25%,4/13/2020,LinkedIn,12.00,Series A,4/14/2020 14:31,United States,Unknown,,,,,,,
Clearbanc,Toronto,Finance,17,8%,4/13/2020,https://techcrunch.com/2020/04/13/clearbanc-cuts-number-of-staff-to-navigate-long-term-economic-impact-of-covid-19/,119.00,Series B,4/13/2020 21:21,Canada,Unknown,,,,,,,
Frontdesk,Milwaukee,Travel,35,16%,4/10/2020,https://www.linkedin.com/posts/jessedepinto_today-was-one-of-the-hardest-days-weve-experienced-activity-6654491888835448832-rAdg/,3.00,Unknown,4/11/2020 4:59,United States,Unknown,,,,,,,
NuoDB,Boston,Data,20,29%,4/10/2020,https://www.americaninno.com/boston/inno-news-boston/cambridge-database-startup-nuodb-lays-off-nearly-one-third-of-its-staff/,85.00,Unknown,4/11/2020 15:33,United States,Unknown,,,,,,,
Rhumbix,SF Bay Area,Construction,16,27%,4/10/2020,Company executive,35.00,Series B,4/13/2020 21:19,United States,Unknown,,,,,,,
Atsu,Seattle,Infrastructure,6,100%,4/10/2020,Company executive,1.00,Unknown,4/17/2020 17:55,United States,Unknown,,,,,,,
Geekwire,Seattle,Media,5,31%,4/10/2020,https://www.geekwire.com/2020/geekwire-reduces-staff-due-economic-impact-covid-19-pandemic/,,Unknown,4/12/2020 7:49,United States,Unknown,,,,,,,
Yelp,SF Bay Area,Consumer,1000,17%,4/9/2020,https://layoffs.fyi/2020/04/14/yelp-laid-off-1000-employees-and-furloughed-another-1100/,56.00,IPO,4/9/2020 13:20,United States,Unknown,,,,,,,
OneTrust,Atlanta,Legal,150,10%,4/9/2020,https://www.americaninno.com/atlanta/atlanta-startups/atlanta-privacy-unicorn-onetrust-announces-layoffs/,410.00,Series B,4/10/2020 4:43,United States,Unknown,,,,,,,
Omie,Sao Paulo,Finance,136,31%,4/9/2020,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",26.00,Series B,4/9/2020 21:59,Brazil,Unknown,,,,,,,
Domo,Salt Lake City,Data,90,10%,4/9/2020,https://www.ksl.com/article/46740514/domo-forced-to-lay-off-10-of-workforce-due-to-economic-impact-caused-by-covid-19,689.00,IPO,4/11/2020 4:56,United States,Unknown,,,,,,,
Matterport,SF Bay Area,Data,90,34%,4/9/2020,https://layoffs.fyi/2020/04/24/matterport-laid-off-90-employees/,114.00,Series D,4/14/2020 22:16,United States,Unknown,,,,,,,
Clinc,Ann Arbor,Support,40,32%,4/9/2020,https://www.mlive.com/news/ann-arbor/2020/04/ann-arbor-ai-startup-clinc-lays-off-32-of-its-workers.html,59.00,Series B,4/2/2020 21:11,United States,Unknown,,,,,,,
Mejuri,Toronto,Retail,36,15%,4/9/2020,https://betakit.com/mejuri-lays-off-15-percent-of-staff-as-its-forced-to-close-all-retail-stores-due-to-pandemic/,28.00,Series B,4/10/2020 4:15,Canada,Unknown,,,,,,,
Code42,Minneapolis,Data,25,5%,4/9/2020,https://www.bizjournals.com/twincities/inno/stories/news/2020/04/09/cuts-at-code42-cybersecurity-company-eliminates-25.html,137.50,Series B,9/8/2020 17:47,United States,Unknown,,,,,,,
Lighthouse Labs,Toronto,Education,14,7%,4/9/2020,https://betakit.com/as-lighthouse-labs-faces-staff-cuts-extends-coding-scholarships-to-covid-19-jobless/,,Unknown,4/10/2020 4:17,Canada,Unknown,,,,,,,
LoopMe,London,Marketing,8,4%,4/9/2020,https://www.adweek.com/programmatic/multiple-ad-tech-companies-suffer-layoffs-as-unemployment-spikes/,32.00,Unknown,4/10/2020 6:08,United Kingdom,Unknown,,,,,,,
Eventbrite,SF Bay Area,Consumer,500,45%,4/8/2020,https://layoffs.fyi/2020/04/13/eventbrite-laid-off-500-employees/,332.00,IPO,4/8/2020 20:36,United States,Unknown,,,,,,,
Meesho,Bengaluru,Retail,200,28%,4/8/2020,https://entrackr.com/2020/04/exclusive-meesho-lays-off-over-200-employees-due-to-covid-19/,215.00,Series D,4/10/2020 4:54,India,Unknown,,,,,,,
Scoop,SF Bay Area,Transportation,92,33%,4/8/2020,https://layoffs.fyi/2020/04/10/scoop-announces-layoff/,95.00,Series C,4/9/2020 4:48,United States,Unknown,,,,,,,
Unison,SF Bay Area,Finance,89,45%,4/8/2020,https://www.bizjournals.com/sanfrancisco/news/2020/04/03/exclusive-s-f-proptech-raises-doubts-about-its.html,40.00,Series B,4/4/2020 4:34,United States,Unknown,,,,,,,
Lever,SF Bay Area,Recruiting,86,40%,4/8/2020,https://layoffs.fyi/2020/04/13/lever-laid-off-109-employees/,72.00,Series C,4/9/2020 0:03,United States,Unknown,,,,,,,
Unbabel,Lisbon,Support,80,35%,4/8/2020,https://www.time24.news/i/2020/04/unbabel-will-lay-off-35-of-employees-there-are-more-than-80-people-observer.html,91.00,Series C,4/9/2020 21:39,Portugal,Unknown,,,,,,,
Button,New York City,Marketing,48,35%,4/8/2020,LinkedIn,64.00,Series C,4/10/2020 14:31,United States,Unknown,,,,,,,
Eden / Managed By Q,New York City,Real Estate,40,40%,4/8/2020,https://layoffs.fyi/2020/04/08/remainder-of-managed-by-q-team-furloughed-or-laid-off-by-eden/,40.00,Series B,4/8/2020 17:15,United States,Unknown,,,,,,,
Quantcast,SF Bay Area,Marketing,30,5%,4/8/2020,https://www.adexchanger.com/platforms/quantcast-lays-off-5-and-cuts-salaries-due-to-economic-impact-of-the-coronavirus/,65.00,Series C,4/8/2020 15:33,United States,Unknown,,,,,,,
BVAccel,San Diego,Marketing,25,25%,4/8/2020,https://www.businessinsider.com/bvaccel-cuts-employees-due-to-coronavirus-impact-on-dtc-brands-2020-4,,Unknown,4/12/2020 6:35,United States,Unknown,,,,,,,
VideoAmp,Los Angeles,Marketing,21,10%,4/8/2020,https://www.businessinsider.com/videoamp-cuts-staff-and-2020-revenue-projections-due-to-coronavirus-2020-4,106.00,Series C,4/10/2020 4:28,United States,Unknown,,,,,,,
Kenoby,Sao Paulo,Recruiting,18,16%,4/8/2020,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",23.00,Unknown,4/12/2020 6:37,Brazil,Unknown,,,,,,,
Connected,Toronto,Product,17,10%,4/8/2020,https://layoffs.fyi/2020/04/13/connected-laid-off-17-employees/,,Unknown,4/11/2020 6:09,Canada,Unknown,,,,,,,
GetNinjas,Sao Paulo,Consumer,11,10%,4/8/2020,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",16.00,Series B,4/12/2020 6:41,Brazil,Unknown,,,,,,,
Spyce,Boston,Food,4,12%,4/8/2020,https://www.americaninno.com/boston/inno-news-boston/robotic-kitchen-spyce-lays-off-staff-amid-coronavirus-crisis/,26.00,Series A,4/8/2020 23:49,United States,Unknown,,,,,,,
Toast,Boston,Food,1300,50%,4/7/2020,https://layoffs.fyi/2020/04/10/toast-cuts-1300-employees/,902.00,Series F,4/7/2020 21:23,United States,Unknown,,,,,,,
ezCater,Boston,Food,400,44%,4/7/2020,https://www.axios.com/ezcater-corporate-catering-unicorn-lays-off-hundreds-084d76ff-45fc-4011-8121-e938924e3819.html,319.00,Series D,4/7/2020 22:55,United States,Unknown,,,,,,,
Sage Therapeutics,Boston,Healthcare,340,53%,4/7/2020, https://www.biopharmadive.com/news/sage-restructuring-layoffs-340-employees/575641/,438.00,IPO,4/8/2020 22:22,United States,Unknown,,,,,,,
Redfin,Seattle,Real Estate,236,7%,4/7/2020,https://www.geekwire.com/2020/redfin-lays-off-7-staff-furloughs-hundreds-agents-due-covid-19-impact-housing-demand/,319.00,IPO,4/7/2020 21:49,United States,Unknown,,,,,,,
Branch Metrics,SF Bay Area,Marketing,100,20%,4/7/2020,https://news.crunchbase.com/news/branch-metrics-lays-off-20-percent-of-employees/,367.00,Series E,4/9/2020 21:50,United States,Unknown,,,,,,,
Ibotta,Denver,Retail,87,15%,4/7/2020,https://businessden.com/2020/04/14/rebate-app-ibotta-cuts-15-percent-of-staff/,85.00,Series D,4/12/2020 6:44,United States,Unknown,,,,,,,
Away,New York City,Retail,60,10%,4/7/2020,https://techcrunch.com/2020/04/07/away-the-high-flying-travel-brand-startup-just-furloughed-half-its-employees-and-laid-off-10/,181.00,Series D,4/7/2020 21:05,United States,Unknown,,,,,,,
MediaMath,New York City,Marketing,53,8%,4/7/2020,https://www.adexchanger.com/platforms/mediamath-cuts-8-of-staff-citing-coronavirus/,607.00,Private Equity,4/8/2020 4:37,United States,Unknown,,,,,,,
Group Nine Media,New York City,Media,50,7%,4/7/2020,https://www.axios.com/group-nine-media-layoffs-76644172-c473-42aa-b9a3-3a7e60b1baed.html,190.00,Unknown,4/7/2020 23:38,United States,Unknown,,,,,,,
Metromile,SF Bay Area,Finance,100,33%,4/6/2020,https://layoffs.fyi/2020/04/08/metromile-laid-off-100-employees/,293.00,Series E,4/7/2020 4:50,United States,Unknown,,,,,,,
Rock Content,Belo Horizonte,Marketing,100,20%,4/6/2020,"https://link.estadao.com.br/noticias/inovacao,startups-brasileiras-fazem-demissoes-por-conta-do-coronavirus,70003262126",0.70,Series A,4/6/2020 21:18,Brazil,Unknown,,,,,,,
BounceX,New York City,Marketing,77,20%,4/6/2020,https://www.adweek.com/programmatic/multiple-ad-tech-companies-suffer-layoffs-as-unemployment-spikes/,75.00,Series B,4/6/2020 23:03,United States,Unknown,,,,,,,
C6 Bank,Sao Paulo,Finance,60,6%,4/6/2020,"https://link.estadao.com.br/noticias/inovacao,startups-brasileiras-fazem-demissoes-por-conta-do-coronavirus,70003262126",,Unknown,4/6/2020 21:17,Brazil,Unknown,,,,,,,
Wordstream,Boston,Marketing,26,10%,4/6/2020,https://www.linkedin.com/posts/hkogan_earlier-this-week-our-executive-team-made-activity-6654464027185475585-tEV3,28.00,Acquired,4/9/2020 5:31,United States,Unknown,,,,,,,
Cogito,Boston,Support,24,14%,4/6/2020,https://www.americaninno.com/boston/inno-news-boston/more-coronavirus-layoffs-emotional-ai-startup-cogito-makes-cuts/,92.00,Series C,4/6/2020 22:01,United States,Unknown,,,,,,,
BusBud,Montreal,Transportation,23,32%,4/6/2020,https://www.journaldemontreal.com/2020/04/06/busbud-licencie-le-tiers-de-ses-employes,21.00,Series B,4/28/2020 3:56,Canada,Unknown,,,,,,,
Borrowell,Toronto,Finance,15,20%,4/6/2020,https://betakit.com/borrowell-lays-off-20-percent-of-staff-citing-financial-institutions-pulling-back-amid-covid-19/,72.00,Series B,4/6/2020 23:55,Canada,Unknown,,,,,,,
PerkSpot,Chicago,HR,10,10%,4/6/2020,https://www.americaninno.com/chicago/inno-news-chicago/layoffs-at-hr-tech-company-perkspot-amid-covid-19/,50.00,Private Equity,4/10/2020 4:44,United States,Unknown,,,,,,,
